"name","city","review_count","elite_reviews","avg_rating"
"Kay Bob's Grill & Ale","Nashville","203","77","3.99"
"La Mulita","Indianapolis","139","77","4.12"
"La Poutine","Edmonton","144","77","3.60"
"Laser Wolf","Philadelphia","166","77","4.37"
"Last Drop","Philadelphia","214","77","3.26"
"Le Cave's Bakery & Donuts","Tucson","247","77","4.11"
"LongHorn Steakhouse","Indianapolis","227","77","3.34"
"LongHorn Steakhouse","Tucson","393","77","3.18"
"Manchu Food Store & Chinese Kitchen","New Orleans","193","77","4.29"
"Olive Garden Italian Restaurant","Indianapolis","213","77","3.35"
"On Point Bistro","Philadelphia","248","77","4.52"
"Panda Express","Reno","429","77","2.16"
"Pho 36","Avon","248","77","4.32"
"Pollo Tropical","Tampa","326","77","2.65"
"Skyline Chili","Indianapolis","201","77","3.90"
"Soul Of Korea","Tampa","242","77","4.29"
"South Street Diner","Philadelphia","231","77","3.15"
"Whataburger","Tucson","279","77","3.18"
"3rd And Lindsley","Nashville","202","76","3.94"
"Attico Rooftop Lounge","Philadelphia","213","76","3.23"
"Bagels Plus","Tampa","247","76","4.31"
"Blackfish","Conshohocken","252","76","3.94"
"Buffalo Wild Wings","Tampa","321","76","2.31"
"Cheddar's Scratch Kitchen","Avon","257","76","3.18"
"Cracker Barrel Old Country Store","Plymouth Meeting","220","76","3.17"
"D's Island Grill JA","Tucson","260","76","4.55"
"Flanigan's Boathouse","Conshohocken","218","76","3.72"
"Frangelli's Bakery","Philadelphia","170","76","4.36"
"George's Neighborhood Grill","Indianapolis","215","76","3.56"
"HUB Ice Cream Factory","Tucson","183","76","4.08"
"Icecycle Creamery","Reno","210","76","4.48"
"Jockamo Upper Crust Pizza","Indianapolis","196","76","3.85"
"McAlister's Deli","Tampa","198","76","3.75"
"Michael's Bar & Grill","Saint Louis","239","76","4.07"
"Mikado Japanese","Indianapolis","228","76","3.39"
"MKT","Edmonton","186","76","2.95"
"Mom's Deli","Saint Louis","227","76","3.85"
"Rione","Philadelphia","214","76","4.51"
"Rival Bros Coffee","Philadelphia","179","76","4.60"
"Rusty Bucket Restaurant & Tavern","Indianapolis","173","76","3.87"
"Sakura","Tucson","224","76","2.61"
"Scoopers Drive-In","Sparks","234","76","3.98"
"The Howlin' Wolf","New Orleans","217","76","3.55"
"Blue Giant","New Orleans","194","75","4.13"
"Burger King","Indianapolis","269","75","2.23"
"Café Lutecia","Philadelphia","208","75","4.14"
"Capri","Indianapolis","208","75","4.26"
"Cheddar's Scratch Kitchen","Pinellas Park","239","75","3.37"
"Chickie's & Pete's","Philadelphia","232","75","2.91"
"Club Congress","Tucson","163","75","3.80"
"Dorignac's Food Center","Metairie","137","75","4.09"
"ERA","Philadelphia","189","75","3.95"
"First Watch","Brandon","293","75","3.84"
"Flowing Tide Pub 1","Reno","247","75","3.91"
"Julio's Barrio Mexican Restaurant","Edmonton","177","75","3.10"
"Moe's Southwest Grill","Tampa","238","75","2.62"
"Mr Penguin - South Tampa","Tampa","214","75","4.62"
"Mr Tequila's Cantina & Grill","Indianapolis","159","75","3.89"
"New Wave Cafe","Philadelphia","237","75","3.51"
"Stargazy","Philadelphia","170","75","4.65"
"Sushi Boss","Indianapolis","154","75","4.41"
"The Foodery","Philadelphia","160","75","3.98"
"The Melting Pot","Indianapolis","202","75","3.31"
"Trattoria Carina","Philadelphia","219","75","4.37"
"Wingstop","Tucson","283","75","2.99"
"Ancora","New Orleans","232","74","4.18"
"Bahama Breeze","Lutz","245","74","3.88"
"Bonefish Grill","Metairie","251","74","3.33"
"Bongo Java","Nashville","214","74","3.37"
"Budweiser Brew House","Saint Louis","259","74","2.95"
"Chickie's & Pete's Cafe","Philadelphia","229","74","3.09"
"Dairy Queen Grill & Chill","Indianapolis","229","74","2.32"
"Dino's","Nashville","209","74","3.98"
"El Minuto Cafe","Tucson","230","74","3.60"
"Franky Bradley's","Philadelphia","217","74","3.98"
"Green Market Cafe","Oldsmar","211","74","3.55"
"Haydel's Bakery","New Orleans","175","74","4.10"
"Indo","St. Louis","230","74","4.70"
"Joella's Hot Chicken - Broad Ripple","Indianapolis","159","74","3.48"
"Joey B's On The Hill","Saint Louis","254","74","3.65"
"Juno","Philadelphia","186","74","3.80"
"Paisan's Old World Deli & Catering","Reno","213","74","4.48"
"Pignic Pub & Patio","Reno","210","74","4.09"
"Revelator Coffee New Orleans","New Orleans","226","74","4.12"
"Rice & Mix","Philadelphia","194","74","3.61"
"Serial Grillers","Tucson","257","74","3.69"
"Taylor's Bakery","Indianapolis","130","74","4.35"
"Taziki's Mediterranean Cafe - Keystone Crossing","Indianapolis","155","74","4.18"
"The Canadian Brewhouse","Edmonton","227","74","3.28"
"The Missing Brick","Indianapolis","171","74","4.37"
"Timber Ridge","Reno","216","74","2.65"
"Triangle Tavern","Philadelphia","227","74","4.13"
"Venice Cafe","Saint Louis","172","74","4.41"
"Whispering Vine Wine","Reno","184","74","4.27"
"White Castle","Saint Louis","178","74","2.57"
"Wild Eggs","Fishers","243","74","3.94"
"Wine Market & Table","Indianapolis","123","74","4.33"
"Zesto Pizza & Grill","Philadelphia","366","74","4.02"
"Abner's Cheesesteaks","Philadelphia","228","73","3.35"
"Art's Skillet","Indianapolis","276","73","4.33"
"Chili's","Philadelphia","350","73","2.14"
"Crunchik'n","Philadelphia","181","73","4.58"
"Giumarello's Restaurant & G Bar","Haddon Township","250","73","4.10"
"Gourmelt","Sparks","199","73","4.24"
"Happy Lamb Hot Pot","Philadelphia","171","73","4.20"
"Hartford Coffee Co","Saint Louis","224","73","4.17"
"Havana Cafe","Indianapolis","218","73","4.47"
"Highlevel Diner","Edmonton","173","73","3.78"
"Ho Sai Gai Restaurant","Philadelphia","206","73","3.84"
"Jet Wine Bar","Philadelphia","171","73","3.92"
"Kolache Factory","Carmel","115","73","4.00"
"Krispy Kreme","Tampa","149","73","3.10"
"La Parrilla Suiza","Tucson","294","73","2.93"
"Liuzza's Restaurant & Bar","New Orleans","198","73","3.63"
"Major Restaurant East African Authentic Food","Indianapolis","249","73","4.62"
"McGlinchey's Bar & Grill","Philadelphia","195","73","3.55"
"Michael's Deli","Reno","261","73","4.49"
"Milkcrate Cafe","Philadelphia","235","73","4.29"
"Mix Bakeshop","Reno","229","73","4.07"
"Muldoon's of Carmel","Carmel","175","73","3.61"
"Nando's PERi-PERi","Edmonton","178","73","3.62"
"Oloroso","Philadelphia","186","73","4.13"
"Sam & Zoe's","Nashville","243","73","3.88"
"Sang Kee Peking Duck","Philadelphia","136","73","3.43"
"SoFresh","Tampa","262","73","4.25"
"Sweet Soul","Tampa","203","73","4.52"
"Tacodelphia","Philadelphia","245","73","3.95"
"The BAO","Clayton","247","73","4.14"
"The Bean Gallery","New Orleans","187","73","4.00"
"Tuna Bar","Philadelphia","250","73","4.20"
"Tyson Bees","Philadelphia","157","73","3.64"
"Upland Brewing -  Fountain Square","Indianapolis","143","73","4.17"
"Verde Flavor Of Mexico Ironworks","Indianapolis","139","73","4.18"
"Wendy's","Tampa","354","73","1.90"
"Atlantis Purple Parrot","Reno","213","72","3.61"
"Dave & Buster's","Maryland Heights","236","72","2.56"
"Fair Grinds Coffee House","New Orleans","170","72","3.79"
"Fusion Bowl","Tampa","203","72","4.36"
"IHOP","New Orleans","362","72","2.04"
"Indianapolis Marriott Downtown","Indianapolis","167","72","3.34"
"La Viola Ovest","Philadelphia","213","72","3.52"
"Little Italy Pizza","Philadelphia","251","72","3.70"
"Los Arroyos","Carmel","233","72","3.93"
"Patois Restaurant","New Orleans","207","72","4.14"
"Pho Quyen Vietnamese Restaurant","Pinellas Park","218","72","3.72"
"Pieces The St. Louis Board Game Bar & Cafe","St. Louis","230","72","4.62"
"Punch Burger","Indianapolis","168","72","3.91"
"Red Robin Gourmet Burgers and Brews","Tampa","188","72","2.97"
"Sahm's Place","Indianapolis","171","72","4.09"
"Sammy's Food Service & Deli","New Orleans","209","72","3.92"
"Samurai","Tucson","198","72","4.22"
"Surly Wench Pub","Tucson","176","72","4.10"
"Taceaux Loceaux","New Orleans","194","72","3.96"
"The Lemon Bar","Zionsville","168","72","3.80"
"Tout De Suite Cafe","New Orleans","218","72","4.33"
"Trader Joe's","Saint Petersburg","135","72","4.42"
"Tucson Tamale","Tucson","204","72","4.07"
"U Poke Spot","Tampa","221","72","4.38"
"Windsor Court Hotel","New Orleans","209","72","4.33"
"Wingstop","Indianapolis","261","72","3.03"
"Yiro Yiro","Philadelphia","251","72","4.35"
"Anthony's Coal Fired Pizza","Brandon","251","71","4.06"
"Bearcat CBD","New Orleans","214","71","4.48"
"BrickTop's","Franklin","251","71","3.83"
"Cantina Laredo","Clayton","204","71","3.32"
"Charcoal Pit","Wilmington","268","71","3.07"
"Charlie Brown’s Pancake & Steak House","Indianapolis","170","71","4.01"
"EatThai","Indianapolis","217","71","4.52"
"El Paisano Restaurant","Reno","224","71","3.78"
"Giuseppe & Sons","Philadelphia","252","71","3.77"
"Global Foods Market","Saint Louis","140","71","4.46"
"Gracious Bakery + Cafe","New Orleans","186","71","4.24"
"Hai Woon Dai","Antioch","189","71","4.16"
"Hattie B’s Hot Chicken - Lower Broadway","Nashville","183","71","4.45"
"Hook And Press Donuts","Santa Barbara","223","71","4.36"
"Hopsmith Tavern","Nashville","243","71","3.91"
"Joe's Pizza","Philadelphia","187","71","3.45"
"Mid City Pizza","New Orleans","218","71","4.00"
"Mimi Blue","Indianapolis","134","71","3.90"
"Modita","Indianapolis","140","71","4.35"
"Outback Steakhouse","Sparks","233","71","3.27"
"Potbelly Sandwich Shop","Indianapolis","174","71","3.91"
"Raising Cane's Chicken Fingers","New Orleans","162","71","3.58"
"Sawatdee Thai Restaurant","Philadelphia","214","71","3.57"
"Scarlett's Wine Bar","Saint Louis","175","71","4.30"
"Shake Shack","Nashville","254","71","3.15"
"Si-Am Thai","Tampa","208","71","4.20"
"Tampopo","Philadelphia","191","71","3.36"
"The Bulldog Mid City","New Orleans","137","71","4.01"
"The Pint Public House","Edmonton","163","71","2.89"
"The Turnip Truck Urban Fare","Nashville","152","71","3.97"
"Topgolf","Tucson","235","71","4.01"
"Tortas El Guero","Indianapolis","211","71","4.45"
"Tried & True Alehouse","Greenwood","213","71","4.01"
"Two Bits","Nashville","189","71","3.78"
"Westport Social","St. Louis","210","71","3.80"
"World of Beer","Brandon","239","71","3.68"
"1933 Lounge","Fishers","154","70","4.03"
"Backatown Coffee Parlour","New Orleans","218","70","4.56"
"Cheddar's Scratch Kitchen","Tampa","251","70","3.24"
"Chick-fil-A","Nashville","387","70","2.60"
"Coffee Times Drive","Tucson","199","70","4.64"
"Coma Coffee Roasters","Richmond Heights","163","70","4.28"
"Copeland's of New Orleans","Jefferson","265","70","2.88"
"Donatos Pizza","Indianapolis","393","70","2.21"
"Eclipse Restaurant","St Louis","188","70","3.57"
"Eggshell Bistro","Carmel","231","70","4.14"
"Food & Friends","Philadelphia","175","70","4.07"
"La Hacienda","Indianapolis","162","70","3.73"
"Lorenzo's Trattoria","Saint Louis","227","70","3.89"
"Loughmiller's Pub & Eatery","Indianapolis","191","70","3.81"
"Mayfield Dinner Theatre","Edmonton","86","70","4.43"
"Mayflower Bakery & Cafe","Philadelphia","131","70","4.40"
"Mt Lemmon Cookie Cabin","Mount Lemmon","174","70","3.19"
"Pan D'olive","Saint Louis","216","70","4.06"
"Pancho & Willie's Cantina","Sparks","214","70","3.44"
"Pho & Cafe Saigon","Philadelphia","188","70","3.57"
"Pho Real","Indianapolis","217","70","4.10"
"Pizza Plus","Sparks","366","70","2.71"
"Red Lobster","Tampa","272","70","2.92"
"Scarlet Lane Brewing Gastropub","Indianapolis","122","70","4.54"
"Still Perkin'","New Orleans","170","70","3.31"
"Thai Country Cafe","Saint Louis","192","70","3.64"
"Thirsty First","Saint Petersburg","213","70","4.21"
"Top Tomato Bar & Pizza","Philadelphia","242","70","3.57"
"Triumph Grill","Saint Louis","203","70","3.34"
"Waffle House","New Orleans","230","70","2.77"
"Wolfies Grill -- Geist","Indianapolis","217","70","3.58"
"Yemanja Brasil","Saint Louis","192","70","4.20"
"Anthony's Chophouse","Carmel","220","69","4.08"
"Arby's","Indianapolis","207","69","3.06"
"Bamboozle Channelside","Tampa","201","69","3.78"
"Cafe Dufrain","Tampa","259","69","3.62"
"Cali - South Tampa","Tampa","233","69","4.32"
"Casita Taqueria","Saint Petersburg","274","69","4.43"
"Chatayee Thai","Philadelphia","226","69","4.30"
"Chimichangas Mexican Restaurant","Saint Louis","218","69","3.70"
"Cigar City Brewing","Tampa","168","69","3.15"
"Contigo Latin Kitchen","Tucson","212","69","4.24"
"Denny's","Indianapolis","286","69","2.61"
"Dickman's Meat & Deli","Tucson","183","69","3.96"
"Epic Pizza & Subs","St Louis","214","69","3.85"
"First Watch","Indianapolis","160","69","4.22"
"Fleming’s Prime Steakhouse & Wine Bar","Nashville","251","69","3.98"
"Graze 1910","Tampa","154","69","3.94"
"Greenstreet Coffee Co.","Philadelphia","193","69","4.52"
"Hope's Cookies","Bryn Mawr","164","69","3.87"
"Jamaicaway Restaurant & Catering","Nashville","201","69","4.18"
"Koto Japanese Steakhouse","Carmel","172","69","3.67"
"Kukai","Tucson","145","69","4.39"
"Lazy Acres Market - Santa Barbara","Santa Barbara","268","69","3.58"
"LovePizza","Edmonton","154","69","3.95"
"Mamas Kitchen","Tampa","371","69","4.24"
"Mellow Mushroom Carmel","Carmel","182","69","3.89"
"Nashville Symphony","Nashville","112","69","4.66"
"Ocean World","Indianapolis","225","69","3.89"
"Pacific Thai Cuisine","Oldsmar","253","69","4.28"
"Park Avenue Coffee - The Hill","Saint Louis","130","69","4.60"
"Pho Cafe Hong Kong Diner","Reno","251","69","3.13"
"Riccobono’s Panola St. Cafe","New Orleans","224","69","3.99"
"Rubio's","Tucson","164","69","3.62"
"Sahm's Ale House","Indianapolis","134","69","3.99"
"The Biergarten, St. Louis","Saint Louis","156","69","3.63"
"The Jimani","New Orleans","231","69","3.36"
"Thee Tree House","Tampa","242","69","3.77"
"Tick Tock Lounge","Indianapolis","159","69","4.33"
"Tito's Ceviche & Pisco","New Orleans","221","69","4.72"
"Wendy's","Reno","293","69","2.18"
"Apollonia","Saint Louis","207","68","4.24"
"Arabella Casa Di Pasta","New Orleans","231","68","4.27"
"Blackbird Pizzeria","Philadelphia","254","68","4.05"
"Blake's Lotaburger","Tucson","378","68","2.73"
"Brewhouse Historical Sports Bar","Saint Louis","231","68","3.33"
"Buca di Beppo Italian Restaurant","Indianapolis","188","68","2.62"
"Cafe Nhan","Philadelphia","169","68","4.59"
"CellarDoor","New Orleans","229","68","3.93"
"Corropolese Bakery & Deli","Norristown","240","68","4.64"
"Dahlak","Philadelphia","169","68","3.56"
"Daniel's Vineyard","McCordsville","133","68","4.09"
"EVOS Feel Great Food-South Tampa","Tampa","137","68","3.66"
"Flatbread Neapolitan Pizzeria","Boise","314","68","3.90"
"Fresco Pizzeria","Tucson","258","68","4.07"
"IKEA","Edmonton","109","68","3.39"
"Jeans Cafe","Philadelphia","183","68","4.10"
"Kaffa Crossing","Philadelphia","210","68","4.02"
"La Hacienda Taqueria","Nashville","213","68","3.32"
"Los Camaradas","Philadelphia","206","68","3.93"
"Nadines Bakery","Tucson","215","68","4.14"
"Nixta","St Louis","211","68","4.00"
"Olive Garden Italian Restaurant","Sparks","251","68","3.71"
"Origami","New Orleans","224","68","3.59"
"P.F. Chang's","Plymouth Meeting","250","68","3.12"
"Popeyes Louisiana Kitchen","Indianapolis","296","68","2.01"
"Ruth's Chris Steak House","Nashville","230","68","4.00"
"Tacos El Rey","Reno","282","68","3.72"
"Texas Roadhouse","Harvey","204","68","3.20"
"The Dutch Eatery & Refuge","Tucson","242","68","3.56"
"The Grill  Smuckers","Philadelphia","121","68","4.50"
"The Melting Pot","King of Prussia","226","68","4.14"
"Tucker's Place","Ballwin","258","68","3.49"
"Wasabi On 82nd St Japanese Restaurant & Sushi Bar","Indianapolis","188","68","3.74"
"Watami Sushi All You Can Eat","Indianapolis","239","68","3.91"
"Barnes & Noble Booksellers","Philadelphia","129","67","3.16"
"Blaze Pizza","New Orleans","231","67","3.56"
"Bonsai Sushi","Wesley Chapel","241","67","4.17"
"Boulevard American Bistro","Metairie","241","67","3.79"
"Central Social Hall","Edmonton","138","67","3.51"
"Churrasco de Brasil","Tucson","221","67","4.33"
"Clancy's Hamburgers","Indianapolis","75","67","4.52"
"Cobblestone Zionsville","Zionsville","191","67","4.02"
"Cori's DogHouse","Mount Juliet","258","67","4.35"
"Corky's Ribs & BBQ","Brentwood","248","67","3.73"
"Corso 32","Edmonton","203","67","4.23"
"Currito","Philadelphia","135","67","3.44"
"El Arado Mexican Grill","Indianapolis","166","67","2.99"
"Elliston Place Soda Shop","Nashville","233","67","3.32"
"Fingers Wings & Other Things","Conshohocken","234","67","3.54"
"GameTime","Tampa","206","67","3.00"
"Gourmet Pizza Company","Tampa","192","67","3.86"
"Hank's Catfish & BBQ","Tampa","251","67","3.61"
"Java House Coffee Bar","Carmel","118","67","4.30"
"Kanno California Sushi Bar","Metairie","209","67","4.47"
"Lloyd Whiskey Bar","Philadelphia","218","67","4.16"
"Machi Sushi Bar","Philadelphia","201","67","3.66"
"Miracle Sushi and Modern Asian Cuisine","Carmel","214","67","4.11"
"Molly's Rise and Shine","New Orleans","160","67","4.38"
"Moxies Cafe and Caterer","Tampa","243","67","3.86"
"Opa's Best Greek American Cuisine","Tucson","246","67","4.38"
"Paris Baguette","Philadelphia","140","67","4.16"
"Perenn Bakery","Reno","129","67","4.60"
"Pho Quyen","Tampa","244","67","3.67"
"Picnic Provisions & Whiskey","New Orleans","197","67","3.70"
"Popeyes Louisiana Kitchen","Tampa","334","67","1.92"
"R&R Extreme Wings","Indianapolis","183","67","4.19"
"RIZE - Fishers","Fishers","135","67","4.44"
"Sally O' Neal's Pizza Hotline","Tampa","233","67","3.79"
"Sang Kee Noodle Cafe","Cherry Hill","241","67","4.04"
"Sarita's Grill","New Orleans","185","67","4.25"
"Starbucks","Reno","191","67","3.06"
"Strange Bird","Indianapolis","112","67","4.66"
"Thai Town Cuisine","Indianapolis","222","67","4.47"
"The Bistro At Haddonfield","Haddonfield","229","67","3.78"
"The Press Box","Tampa","227","67","3.56"
"The Taco and Ice Cream Joint","St. Louis","204","67","3.75"
"Uncle Bill's Pancake & Dinner House","Ballwin","212","67","3.35"
"Von Bismarck","Reno","173","67","4.25"
"Waffle House","Tucson","276","67","3.60"
"Whatever Pops","Tampa","134","67","4.63"
"Bangkok Cafe","Tucson","237","66","3.13"
"Beer Revolution Craft Beer & Pizza Bar","Edmonton","125","66","3.77"
"Bento Asian Bistro","Indianapolis","177","66","3.77"
"Best Friends Coffee & Bagels","Brownsburg","167","66","4.29"
"Bitar's","Philadelphia","164","66","4.21"
"Bonefish Grill","Brandon","242","66","3.77"
"Burger King","Tampa","344","66","1.83"
"Burger Me!","Reno","220","66","3.82"
"California Pizza Kitchen at King of Prussia","King Of Prussia","191","66","3.51"
